Temp,Turbidity,Dissolved_O2,pH,Ammonia
26.125,89,6.175,6.70865,inf
26.1875,89,7.683,6.69503,inf
26.125,88,0,6.71319,inf
26.125,88,29.919,6.68595,inf
26.125,89,7.295,6.70411,inf
26.1875,89,6.427,6.71319,inf
26.1875,88,4.294,6.69503,inf
26.1875,89,0,6.72227,inf
26.1875,88,8.216,6.71773,inf
26.1875,88,0,6.72227,inf
26.125,88,7.972,6.71319,inf
26.125,88,0,6.72227,inf
26.125,88,0,6.71773,inf
26.1875,88,7.851,6.70865,inf
26.1875,88,0,6.70411,inf
26.1875,88,6.381,6.71319,inf
26.125,88,0,6.72227,inf
26.1875,87,3.563,6.69503,inf
26.125,87,8.011,6.72227,inf
26.125,86,35.059,6.71319,inf
26.125,87,7.927,6.67687,inf
26.125,86,0,6.70411,inf
26.125,86,7.409,6.68595,inf
26.125,87,6.381,6.68595,inf
26.125,88,7.881,6.70411,inf
26.125,88,5.993,6.70411,inf
26.125,88,0,6.70865,inf
26.125,87,7.424,6.69503,inf
26.125,87,4.82,6.71319,inf
26.1875,88,7.531,6.70411,inf
26.125,87,6,6.70411,inf
26.125,88,0,6.70865,inf
26.0625,87,6.533,6.69957,inf
26.125,87,7.881,6.69503,inf
26.125,87,6.229,6.70865,inf
26.125,87,28.419,6.70411,inf
26.1875,87,9.069,6.68595,inf
26.125,87,34.655,6.70865,inf
26.1875,88,7.881,6.74043,inf
26.125,87,6.114,6.70865,inf
26.1875,88,7.576,6.68595,inf
26.125,88,7.729,6.69503,inf
26.125,88,6.396,6.72227,inf
26.1875,88,10.706,6.69503,inf
26.1875,88,7.942,6.69049,inf
26.125,88,7.531,6.68595,inf
26.125,88,0,6.70411,inf
26.125,89,32.493,6.69049,inf
26.1875,89,10.706,6.70411,inf
26.1875,89,13.638,6.70411,inf
26.125,89,7.668,6.70411,inf
26.125,89,9.374,6.70411,inf
26.125,88,7.599,6.70411,inf
26.125,88,29.63,6.70411,inf
26.125,89,0,6.69049,inf
26.125,89,6.092,6.70411,inf
26.1875,89,0,6.67233,inf
26.125,88,22.867,6.74496,inf
26.125,89,0,6.70411,inf
26.1875,85,5.947,6.71319,inf
26.125,88,1.012,6.70865,inf
26.125,88,11.491,6.69503,inf
26.125,88,24.276,6.68595,inf
26.0625,91,0,6.69503,inf
26.0625,87,7.455,6.69049,inf
26.0625,85,33.102,6.69049,inf
26.125,86,0,6.67687,inf
26.125,88,6.396,6.68595,inf
26.125,86,0,6.70411,inf
26.125,88,34.991,6.69049,inf
26.125,89,0,6.68595,inf
26.125,89,31.373,6.69049,inf
26.0625,88,6.975,6.69503,inf
26.0625,88,0,6.70865,inf
26.0625,86,0,6.70865,inf
26.125,85,7.424,6.70411,inf
26.125,85,0,6.69049,inf
26.125,88,7.386,6.70411,inf
26.0625,90,7.881,6.69049,inf
26.125,85,8.3,6.69049,inf
26.125,86,0,6.67233,inf
26.125,86,7.752,6.69049,inf
26.125,87,0,6.67687,inf
26.125,87,35.013,6.70865,inf
26.125,88,2.551,6.69049,inf
26.125,88,4.043,6.71319,inf
26.125,89,0,6.70411,inf
26.125,88,31.945,6.73135,inf
26.125,89,6.092,6.73135,inf
26.0625,89,0,6.71319,inf
26.0625,90,34.168,6.72227,inf
26.125,90,8.148,6.71773,inf
26.0625,88,0,6.69503,inf
26.125,87,5.795,6.70865,inf
26.0625,87,1.264,6.70411,inf
26.125,88,6.716,6.69503,inf
26.125,87,1.073,6.69503,inf
26.0625,87,7.424,6.69049,inf
26.0625,88,0,6.68595,inf
26.0625,87,8.011,6.70411,inf
26.0625,87,7.995,6.70411,inf
26.125,87,7.729,6.75404,inf
26.125,88,0,6.69049,inf
26.125,88,5.048,6.71319,inf
26.125,88,5.962,6.70411,inf
26.0625,88,17.103,6.69503,inf
26.125,88,7.12,6.70411,inf
26.0625,88,7.013,6.69503,inf
26.0625,88,6.114,6.70865,inf
26.0625,87,34.975,6.70865,inf
26.125,87,34.846,6.70411,inf
26.0625,88,0,6.69503,inf
26.0625,88,0,6.69049,inf
26.0625,88,13.661,6.71319,inf
26.0625,88,8.186,6.69049,inf
26.125,87,35.021,6.70865,inf
26.0625,88,0,6.68595,inf
26.0625,87,8.018,6.70411,inf
26.0625,87,8.178,6.69503,inf
26.125,87,0,6.71773,inf
26.0625,87,0,6.69503,inf
26.0625,87,0,6.71319,inf
26.0625,87,35.029,6.70411,inf
26.0625,87,25.563,6.69957,inf
26.0625,88,6.906,6.70411,inf
26.125,87,7.934,6.70865,inf
26.125,88,0,6.69503,inf
26.0625,88,6.092,6.70411,inf
26.0625,88,0,6.69049,inf
26.0625,88,15.123,6.69503,inf
26.0625,88,6.229,6.69503,inf
26.0625,88,0,6.69503,inf
26.0625,88,8.475,6.72227,inf
26.0625,88,0,6.71319,inf
26.0625,88,7.34,6.75858,inf
26.0625,88,0,6.70411,inf
26.0625,88,26.873,6.72227,inf
26.0625,88,0,6.70411,inf
26.0625,88,0,6.69049,inf
26.0625,88,5.779,6.70411,inf
26.0625,88,0,6.69503,inf
26.0625,88,0,6.69503,inf
26.0625,88,10.76,6.70865,inf
26.0625,88,8.132,6.70411,inf
26.0625,88,18.329,6.70865,inf
26,88,5.414,6.69503,inf
26.0625,88,14.476,6.70865,inf
26.0625,88,11.658,6.71319,inf
26.0625,87,6.328,6.70411,inf
26.0625,88,7.714,6.71319,inf
26.0625,88,7.668,6.70411,inf
26.0625,88,0,6.69049,inf
26.0625,88,8.772,6.69503,inf
26.0625,88,24.459,6.71319,inf
26.0625,88,0,6.67687,inf
26.0625,88,7.912,6.69503,inf
26.0625,88,23.058,6.70411,inf
26.0625,88,5.315,6.67233,inf
26.0625,88,0,6.69049,inf
26.0625,88,35.021,6.70411,inf
26.0625,88,5.977,6.69503,inf
26.0625,88,5.954,6.66779,inf
26.0625,88,35.051,6.69503,inf
26.0625,88,35.013,6.72227,inf
26.0625,88,16.098,6.71319,inf
26.0625,88,8.041,6.69503,inf
26.0625,88,8.262,6.70411,inf
26.0625,88,6.609,6.69503,inf
26.0625,88,0,6.67687,inf
26,88,9.914,6.70411,inf
26.0625,88,0,6.70411,inf
26.0625,88,8.559,6.70411,inf
26.0625,88,7.615,6.71773,inf
26,88,7.615,6.69503,inf
26.0625,88,0,6.71319,inf
26.0625,88,0,6.68595,inf
26.0625,88,6.396,6.70865,inf
26.0625,88,7.287,6.69503,inf
26.0625,88,7.675,6.69503,inf
26,88,32.554,6.68595,inf
26.0625,88,9.214,6.68141,inf
26,88,0,6.68595,inf
26,88,15.199,6.70411,inf
26,89,0,6.68595,inf
26,88,28.754,6.67687,inf
26,88,34.518,6.71319,inf
26,86,5.901,6.70865,inf
26,84,13.783,6.69049,inf
26,87,7.942,6.70411,inf
26,87,6.251,6.69049,inf
26,88,7.79,6.69503,inf
26,88,34.907,6.70865,inf
26,87,34.671,6.70411,inf
26,88,11.711,6.69503,inf
26,88,7.576,6.69049,inf
26,88,4.47,6.70411,inf
26,88,6.396,6.69503,inf
26,88,0.685,6.69049,inf
26,88,7.417,6.69503,inf
26,87,7.729,6.70865,inf
26,88,5.833,6.70411,inf
26,88,0,6.69049,inf
26,88,6.678,6.69049,inf
26,87,0,6.70865,inf
26,87,17.758,6.70865,inf
26,87,35.021,6.70865,inf
26,88,7.79,6.68595,inf
26,87,11.635,6.69049,inf
25.9375,87,7.849,6.69503,inf
26,89,0,6.68595,inf
26,88,12.244,6.69503,inf
26,87,0,6.69503,inf
26,87,16.204,6.69049,inf
26,87,7.584,6.70411,inf
26,87,30.444,6.71319,inf
26,87,6.404,6.70411,inf
26,87,3.053,6.69503,inf
26,87,7.683,6.70865,inf
26,87,0,6.69503,inf
26,87,26.408,6.78128,inf
26,87,5.665,6.70865,inf
26,87,7.835,6.70411,inf
26,87,9.282,6.71319,inf
26,88,23.416,6.70411,inf
26,88,7.835,6.69049,inf
26,88,8.087,6.71319,inf
26,87,18.527,6.70411,inf
26,88,6.061,6.70411,inf
25.9375,88,6.255,6.70411,inf
26,88,0,6.69049,inf
26,87,5.855,6.70411,inf
26,88,5.482,6.69503,inf
26,86,7.447,6.69503,inf
26,86,0,6.66779,inf
25.9375,88,0,6.68141,inf
25.9375,88,10.42,6.69503,inf
25.9375,87,13.552,6.71319,inf
26,87,32.874,6.70411,inf
26,87,6.259,6.69049,inf
26,86,5.848,6.70411,inf
26,86,34.777,6.70865,inf
26,88,26.599,6.70411,inf
26,88,6.092,6.69049,inf
26,88,0,6.68141,inf
26,87,5.49,6.69049,inf
26,87,5.619,6.69049,inf
26,86,5.825,6.69049,inf
25.9375,87,8.266,6.68595,inf
25.9375,87,20.833,6.69503,inf
25.9375,87,32.879,6.69503,inf
26,88,29.751,6.70411,inf
25.9375,88,6.952,6.68595,inf
26,88,7.637,6.68141,inf
25.9375,88,6.343,6.68595,inf
25.9375,89,8.898,6.74043,inf
25.9375,88,6.776,6.69503,inf
25.9375,88,0,6.70411,inf
26,88,25.457,6.71319,inf
26,89,7.279,6.72681,inf
26,89,0,6.69503,inf
26,88,7.264,6.69503,inf
26,88,5.703,6.70411,inf
25.9375,88,0,6.68595,inf
25.9375,89,7.144,6.67687,inf
26,88,30.482,6.69049,inf
26,88,7.5,6.68141,inf
26,88,0,6.69503,inf
25.9375,87,8.65,6.69049,inf
25.9375,89,0,6.67687,inf
26,88,7.333,6.69049,inf
25.9375,88,10.492,6.68595,inf
26,88,28.472,6.70411,inf
25.9375,87,30.965,6.69049,inf
26,88,6.754,6.70865,inf
25.9375,88,5.63,6.71319,inf
25.9375,87,31.95,6.70865,inf
25.9375,88,0,6.69503,inf
26,88,5.817,6.69503,inf
26,88,0,6.70411,inf
25.9375,88,0,6.69503,inf
25.9375,88,32.054,6.70411,inf
25.9375,88,6.656,6.69049,inf
25.9375,89,7.945,6.70411,inf
26,88,7.576,6.69503,inf
25.9375,88,9.715,6.69957,inf
25.9375,89,6.864,6.70411,inf
25.9375,89,8.201,6.70865,inf
25.9375,89,6.672,6.70411,inf
25.9375,89,26.984,6.70411,inf
25.9375,87,16.171,6.70865,inf
25.9375,88,36.131,6.70865,inf
25.9375,88,14.978,6.70411,inf
26,88,0,6.68595,inf
25.9375,88,0,6.67687,inf
26,88,7.584,6.68595,inf
25.9375,89,11.83,6.69503,inf
25.9375,88,6.928,6.68141,inf
26,88,0,6.67233,inf
25.9375,89,31.205,6.69503,inf
25.9375,89,15.875,6.69503,inf
26,87,5.855,6.67233,inf
26,88,0,6.66325,inf
25.9375,88,6.071,6.67687,inf
25.875,88,7.641,6.69503,inf
25.9375,88,6.199,6.68595,inf
25.9375,89,7.665,6.69049,inf
25.9375,88,4.877,6.68595,inf
25.9375,88,0,6.69049,inf
25.9375,88,18.246,6.66325,inf
25.9375,88,8.113,6.69049,inf
25.9375,89,0,6.68141,inf
25.9375,88,8.009,6.68595,inf
25.9375,88,0,6.67687,inf
25.875,88,0,6.68595,inf
25.875,88,30.46,6.70411,inf
25.9375,89,5.254,6.69503,inf
25.875,88,12.334,6.69503,inf
25.9375,89,0,6.67687,inf
25.9375,88,2.218,6.67687,inf
25.9375,88,18.101,6.69049,inf
25.9375,89,31.886,6.69503,inf
25.9375,88,8.33,6.67687,inf
25.9375,88,0,6.67687,inf
25.875,90,15.194,6.70411,inf
25.875,88,16.211,6.71319,inf
25.9375,88,33.696,6.70865,inf
25.9375,91,0,6.69049,inf
25.875,89,0,6.69957,inf
25.9375,88,36.572,6.71319,inf
25.9375,89,0,6.69049,inf
25.9375,89,5.783,6.69503,inf
25.875,89,5.718,6.69049,inf
25.9375,89,5.158,6.69049,inf
25.875,89,7.016,6.68595,inf
25.875,89,10.292,6.70411,inf
25.9375,88,12.983,6.69049,inf
25.9375,89,0.592,6.70411,inf
25.875,89,36.396,6.70411,inf
25.875,88,33.2,6.70865,inf
25.9375,89,7.665,6.70411,inf
25.9375,89,7.176,6.69503,inf
25.875,89,5.807,6.68595,inf
25.9375,89,7.753,6.70411,inf
25.875,88,18.51,6.68595,inf
25.875,87,7.993,6.69503,inf
25.9375,88,21.385,6.72227,inf
25.9375,88,0,6.70865,inf
25.9375,88,0,6.68595,inf
25.875,88,6.672,6.70411,inf
25.875,88,6.391,6.69049,inf
25.875,88,0,6.67233,inf
25.875,88,6.575,6.70411,inf
25.875,87,6.952,6.69049,inf
25.875,87,6.784,6.74043,inf
25.875,88,0,6.68595,inf
25.875,88,9.323,6.68595,inf
25.9375,89,6.511,6.68141,inf
25.9375,88,16.123,6.69503,inf
25.875,88,6.431,6.69049,inf
25.9375,89,7.376,6.69503,inf
25.875,89,8.145,6.68595,inf
25.9375,88,5.366,6.68595,inf
25.9375,88,9.451,6.68595,inf
25.9375,88,0,6.68141,inf
25.9375,89,7.497,6.68595,inf
25.9375,88,5.566,6.69049,inf
25.875,88,7.665,6.67233,inf
25.9375,89,13.632,6.67687,inf
25.9375,88,8.29,6.67687,inf
25.875,88,7.408,6.68595,inf
25.9375,88,6.616,6.69503,inf
25.9375,88,9.988,6.69957,460470272
25.9375,88,9.083,6.70865,inf
25.9375,88,0,6.69049,inf
25.9375,88,7.537,6.71319,inf
25.875,88,0,6.70865,inf
25.9375,88,13.832,6.70411,inf
25.875,89,10.068,6.69049,inf
25.9375,88,24.725,6.74496,inf
25.9375,88,8.282,6.70865,inf
25.9375,88,8.914,6.68595,inf
25.9375,88,22.218,6.70411,inf
25.9375,88,23.532,6.70865,inf
25.9375,88,15.002,6.69503,inf
25.875,88,0,6.69049,inf
25.875,88,29.283,6.71319,inf
25.9375,88,26.56,6.71773,inf
25.875,88,6.407,6.70411,inf
25.9375,88,4.893,6.69049,inf
25.875,88,6.728,6.69503,inf
25.875,89,33.016,6.71319,inf
25.875,88,0.464,6.69049,inf
25.875,88,2.378,6.69049,inf
25.9375,88,6.575,6.68141,inf
25.9375,88,26.079,6.70411,inf
25.875,88,13.576,6.69049,inf
25.875,88,6.624,6.74043,inf
25.9375,88,34.529,6.69049,inf
25.875,88,0,6.68595,inf
25.875,88,6.824,6.69503,inf
25.9375,88,7.368,6.69049,inf
25.875,88,7.352,6.69503,inf
25.875,89,22.307,6.68595,460470272
25.875,88,0,6.68595,inf
25.875,88,7.657,6.69503,inf
25.875,89,7.809,6.68595,inf
25.875,88,7.929,6.68595,inf
25.875,88,7.449,6.68595,inf
25.875,88,27.096,6.69503,1382594688
25.875,89,18.398,6.69049,inf
25.875,88,7.569,6.69503,inf
25.875,88,6.319,6.68595,inf
25.875,88,7.4,6.69049,inf
25.875,88,10.845,6.67687,inf
25.875,87,8.282,6.69503,inf
25.875,88,21.69,6.70411,inf
25.9375,88,0,6.69049,inf
25.875,89,6.407,6.68595,inf
25.875,88,8.722,6.69503,inf
25.875,88,7.833,6.69049,inf
25.875,87,0,6.69503,inf
25.875,87,33.857,6.71319,inf
25.875,88,7.729,6.69049,inf
25.875,88,0,6.70411,inf
25.875,88,6.399,6.69503,inf
25.875,88,6.167,6.69049,inf
25.875,87,35.515,6.70411,inf
25.875,87,7.4,6.70411,inf
25.8125,88,0,6.69049,inf
25.875,88,7.368,6.71319,inf
25.875,88,36.764,6.71319,inf
25.8125,88,5.758,6.68141,inf
25.875,88,10.508,6.70865,inf
25.875,87,6.583,6.70411,inf
25.875,88,7.673,6.70411,inf
25.875,88,7.497,6.70411,inf
25.875,88,7.264,6.70411,inf
25.875,88,0,6.69503,inf
25.8125,88,6.271,6.69503,inf
25.8125,87,22.683,6.69503,inf
25.875,88,8.786,6.69049,inf
25.875,88,8.634,6.70411,inf
25.8125,89,7.929,6.69049,97447200
25.875,88,8.025,6.69049,inf
25.8125,88,0,6.68141,inf
25.875,88,33.344,6.70865,inf
25.875,88,19.399,6.70411,inf
25.875,88,0.768,6.69503,inf
25.875,87,7.673,6.70865,inf
25.875,86,6.936,6.68595,inf
25.875,87,9.539,6.69049,inf
25.875,88,10.18,6.69503,inf
25.8125,88,7.889,6.69049,inf
25.875,88,7.368,6.70865,inf
25.875,88,8.85,6.69503,inf
25.8125,88,36.748,6.71319,inf
25.8125,88,7.352,6.70411,inf
25.8125,88,7.777,6.70411,inf
25.8125,88,8.594,6.70865,inf
25.8125,88,19.583,6.70411,inf
25.8125,88,5.991,6.70411,inf
25.8125,88,5.911,6.70865,inf
25.8125,88,5.622,6.69049,inf
25.8125,88,5.815,6.69503,inf
25.8125,88,31.109,6.70865,inf
25.8125,87,23.532,6.70865,inf
25.875,87,7.457,6.71319,inf
25.8125,88,32.703,6.70865,inf
25.875,88,26.8,6.70411,inf
25.8125,88,6.728,6.70865,inf
25.8125,88,6.095,6.70865,inf
25.8125,88,0,6.69503,inf
25.8125,86,0,6.74496,inf
25.8125,89,0,6.68141,2302716.5
25.8125,88,0,6.70411,inf
25.8125,91,7.689,6.72681,2773230848
25.8125,88,0,6.70865,49262860
25.8125,88,0,6.71319,2841739
25.8125,88,6.559,6.69503,374745.125
25.8125,87,6.287,6.71319,866940.9375
25.8125,88,0,6.71319,1502349.25
25.8125,88,2.154,6.71773,1618272
25.8125,89,6.551,6.70865,329491.4063
25.8125,89,1.113,6.70865,50026.08984
25.8125,86,0,6.70411,1885679.75
25.8125,87,0,6.70411,1021335.25
25.8125,89,0,6.69957,3715173.75
25.875,88,6.704,6.71773,inf
25.8125,88,7.28,6.68595,inf
25.75,88,7.08,6.70865,inf
25.8125,89,7.056,6.70865,14575244
25.8125,88,7.248,6.71319,inf
25.8125,88,7.497,6.71773,inf
25.8125,89,4.565,6.71319,inf
25.8125,89,7.04,6.71319,inf
25.875,85,5.718,6.71319,inf
25.8125,88,5.374,6.71319,inf
25.75,88,13.768,6.70865,inf
25.8125,88,6.119,6.71319,inf
25.8125,86,0,6.72227,inf
25.8125,88,6.912,6.72227,inf
25.8125,86,7.665,6.72227,inf
25.75,87,6.223,6.70411,inf
25.75,87,14.049,6.71773,inf
25.75,87,7.665,6.72227,inf
25.8125,87,6.88,6.73135,4.26544E+11
25.75,87,5.654,6.73589,696539
25.75,88,0,6.74043,1.82464E+11
25.8125,88,7.657,6.72227,inf
25.75,89,10.845,6.72227,1396598.5
25.8125,88,0,6.73135,924435328
25.8125,88,8.065,6.72681,
25.8125,88,0,6.71319,inf
25.8125,88,6.992,6.72227,2773230848
25.8125,87,0,6.73135,460470272
25.75,87,29.131,6.73135,inf
25.8125,88,0,6.72227,19449161728
25.75,87,32.07,6.73135,30466895872
25.8125,88,7.537,6.71773,63147.98047
25.8125,88,0,6.70865,34995800
25.8125,88,26.6,6.72227,8423429
25.8125,88,0,6.73135,5206504
25.8125,87,0,6.70865,23714966
25.8125,87,8.282,6.73135,4713923
25.8125,88,6.656,6.76312,4952500.5
25.8125,88,8.145,6.73135,29810906
25.75,88,0,6.72681,41365240
25.8125,88,0,6.72227,34995800
25.8125,88,0,6.72227,153073904
25.8125,88,7.328,6.73135,339016704
25.8125,87,6.439,6.73135,87726232
25.8125,88,0.776,6.73589,inf
25.875,88,22.907,6.73589,1.82464E+11
25.8125,88,0,6.73135,136042256
25.8125,88,0,6.73589,16648622
25.8125,88,13.92,6.74496,11315202
25.8125,88,7.4,6.73589,53924852
25.8125,87,1.625,6.73135,97447200
25.8125,87,5.999,6.73589,9051959296
25.8125,87,1.433,6.74043,153073904
25.8125,87,5.422,6.74043,41365240
25.8125,88,0,6.73589,11315202
25.75,87,6.64,6.74496,3548378.25
25.8125,88,0,6.73589,1300003.125
25.75,87,8.169,6.73135,1211610.25
25.8125,89,9.179,6.73135,2501495.5
25.8125,88,0,6.72227,1021335.25
25.8125,88,4.845,6.74043,549862.9375
25.8125,88,6.303,6.73589,2040141.75
25.8125,89,26.295,6.73589,1130596.375
25.75,87,0,6.72681,1396598.5
25.8125,87,7.817,6.7495,464484.875
25.8125,87,6.343,6.73589,534355.875
25.75,87,0,6.72681,1300003.125
25.8125,87,7.601,6.73589,1396598.5
25.8125,87,0,6.73589,1254843.75
25.8125,88,7.665,6.73589,740600.75
25.8125,88,0,6.73589,234449.9063
25.8125,88,22.106,6.74496,283797.75
25.75,88,6.752,6.74043,204289.625
25.75,87,7.505,6.72681,167530.7188
25.8125,87,18.606,6.74043,223816.3125
25.75,88,0,6.73589,122746.7422
25.75,87,6.463,6.73589,305587.2188
25.75,87,7.505,6.74043,549862.9375
25.75,87,6.071,6.80852,1130596.375
25.75,86,36.748,6.74496,10647393
25.75,87,18.614,6.7495,4713923
25.8125,88,0,6.74043,1502349.25
25.75,87,32.407,6.76312,4713923
25.75,88,28.25,6.7495,7961188
25.75,87,8.922,6.75404,3101106
25.75,88,7.721,6.75858,11315202
25.75,88,0.32,6.75858,6073003
25.8125,88,7.673,6.77674,4489487.5
25.75,90,6.095,6.7495,2302716.5
25.75,87,0,6.74043,3101106
25.75,87,19.383,6.75404,6752530.5
25.75,87,11.533,6.7495,2167664128
25.8125,87,5.975,6.7495,1382594688
25.75,87,18.51,6.7495,293416768
25.75,87,16.74,6.75858,59153296
25.8125,87,6.207,6.76312,inf
25.75,87,0,6.75858,inf
25.8125,87,12.983,6.74496,2773230848
25.6875,87,34.529,6.76312,2167664128
25.75,87,36.604,6.76766,inf
25.75,88,6.423,6.76766,inf
25.75,88,15.114,6.76312,45096580
25.75,87,7.617,6.7495,172879088
25.75,88,5.47,6.76766,41365240
25.75,87,7.04,6.76766,97447200
25.75,88,7.761,6.76312,87726232
25.75,88,27.865,6.77674,inf
25.75,87,5.855,6.77674,2773230848
25.75,87,9.299,6.78582,inf
25.75,87,6.343,6.76312,9051959296
25.75,86,7.352,6.78128,1382594688
25.75,86,6.007,6.7949,2773230848
25.8125,86,0,6.77674,inf
25.75,86,8.073,6.78582,inf
25.75,87,7.048,6.78128,inf
25.8125,88,6.936,6.78582,inf
25.75,88,6.231,6.78128,inf
25.75,88,26.936,6.79036,inf
25.75,86,31.71,6.7949,inf
25.75,87,0,6.78582,inf
25.8125,86,17.733,6.7949,inf
25.75,88,5.943,6.7949,inf
25.75,87,7.817,6.80398,inf
25.75,87,6.119,6.79036,4787283968
25.75,86,0,6.78582,inf
25.6875,87,5.895,6.79944,inf
25.75,87,28.001,6.79944,inf
25.75,86,31.574,6.80852,inf
25.75,86,0,6.79036,inf
25.75,86,0,6.79944,inf
25.75,86,7.513,6.80852,inf
25.75,86,12.767,6.79944,inf
25.75,87,8.121,6.80852,1124591232
25.75,87,6.407,6.7949,1124591232
25.75,89,29.323,6.80852,19449161728
25.75,87,0,6.78128,1124591232
25.8125,86,6.407,6.80398,inf
25.75,86,0,6.80852,inf
25.75,86,36.484,6.80852,inf
25.75,87,17.052,6.84937,inf
25.75,86,17.276,6.84937,6495846912
25.75,87,7.144,6.80852,inf
25.75,88,0,6.80398,inf
25.75,87,21.385,6.80852,inf
25.75,87,17.957,6.80852,inf
25.75,87,1.313,6.80852,inf
25.75,88,6.263,6.80852,inf
25.75,88,7.465,6.80852,inf
25.75,88,8.434,6.82214,inf
25.75,88,0,6.80852,inf
25.75,89,18.382,6.81306,45096580
25.8125,87,8.338,6.8176,inf
25.75,87,7.04,6.82214,inf
25.75,87,0,6.86299,inf
25.75,87,6.199,6.83121,inf
25.75,87,7.793,6.83121,inf
25.75,87,6.199,6.8176,inf
25.6875,87,7.408,6.83121,inf
25.75,87,7.553,6.82214,inf
25.75,86,25.919,6.82667,inf
25.75,87,6.039,6.83121,inf
25.75,87,22.13,6.84029,inf
25.75,87,12.815,6.81306,inf
25.6875,88,27.817,6.84029,inf
25.6875,87,7.505,6.85391,inf
25.75,87,0,6.83121,inf
25.75,88,5.606,6.83121,inf
25.75,87,6.207,6.84029,inf
25.75,87,7.985,6.83121,inf
25.75,87,0,6.84483,inf
25.75,87,8.73,6.84029,inf
25.6875,86,7.336,6.84937,inf
25.6875,86,6.832,6.83575,inf
25.75,87,6.6,6.84029,inf
25.6875,87,29.099,6.83575,inf
25.6875,87,0,6.83121,inf
25.6875,87,36.38,6.84937,inf
25.6875,87,7.977,6.86753,inf
25.6875,87,6.616,6.83575,inf
25.75,87,0,6.84483,inf
25.6875,86,7.769,6.86753,inf
25.75,87,0,6.86753,inf
25.75,88,0,6.86753,50672046080
25.6875,87,0,6.84937,inf
25.75,87,6.832,6.87661,inf
25.75,88,24.934,6.85845,inf
25.75,88,5.935,6.85391,inf
25.75,89,8.482,6.85845,inf
25.75,88,36.804,6.86753,inf
25.6875,88,6.167,6.85391,inf
25.75,88,2.266,6.87661,inf
25.6875,88,9.163,6.86753,inf
25.6875,88,6.311,6.86753,inf
25.6875,88,6.559,6.85845,inf
25.75,88,21.073,6.87207,inf
25.6875,88,9.924,6.87661,inf
25.6875,87,7.689,6.87207,inf
25.75,87,8.418,6.88569,inf
25.6875,88,7.497,6.88569,inf
25.6875,87,6.063,6.87661,inf
25.75,88,14.401,6.88569,inf
25.6875,88,34.561,6.88569,inf
25.75,87,36.227,6.89023,inf
25.6875,86,7.593,6.88115,inf
25.6875,88,0,6.87661,inf
25.75,87,7.505,6.89023,inf
25.6875,88,0,6.88569,inf
25.75,88,6.207,6.89023,inf
25.6875,87,7.681,6.94924,inf
25.6875,88,0.112,6.89477,inf
25.6875,89,0,6.88569,
25.6875,88,6.247,6.89931,inf
25.6875,88,0,6.88569,inf
25.6875,88,7.657,6.89477,inf
25.6875,88,8.121,6.89477,inf
25.6875,87,9.667,6.89931,inf
25.75,88,10.933,6.90839,inf
25.6875,88,0,6.90839,inf
25.6875,88,6.375,6.90385,inf
25.6875,87,36.764,6.90839,inf
25.75,88,36.532,6.922,inf
25.6875,88,12.815,6.90385,inf
25.75,88,7.537,6.91292,inf
25.6875,88,19.119,6.90385,inf
25.75,88,0,6.91292,inf
25.6875,87,10.276,6.922,inf
25.75,88,0,6.95832,inf
25.6875,88,6.095,6.90839,inf
25.6875,87,12.895,6.91746,inf
25.6875,88,0,6.922,inf
25.75,88,6.127,6.91292,inf
25.6875,87,6.295,6.90839,inf
25.6875,88,22.835,6.93108,inf
25.75,87,36.452,6.922,inf
25.75,88,6.375,6.90839,inf
25.6875,87,5.871,6.93108,inf
25.75,88,6.095,6.92654,inf
25.6875,88,0,6.94016,inf
25.6875,88,5.847,6.91292,inf
25.6875,87,36.42,6.93562,inf
25.75,87,3.155,6.94016,inf
25.6875,88,4.829,6.922,inf
25.6875,88,0,6.93108,inf
25.6875,88,0,6.92654,inf
25.75,87,7.056,6.92654,inf
25.6875,88,30.38,6.94016,inf
25.6875,87,0,6.95378,inf
25.75,87,8.354,6.94924,inf
25.75,87,4.701,6.93562,inf
25.6875,88,17.701,6.93562,inf
25.6875,87,5.831,6.94924,inf
25.6875,87,7.529,6.94016,inf
25.6875,87,5.951,6.94924,inf
25.6875,87,6.303,6.94016,inf
25.75,88,0,6.9447,inf
25.6875,87,30.549,6.95378,inf
25.75,87,0,6.94924,inf
25.75,88,32.927,6.95378,inf
25.75,88,5.758,6.9674,inf
25.75,88,7.577,6.95378,inf
25.6875,88,0,6.94924,inf
25.6875,87,6.287,6.9447,inf
25.6875,88,7.232,6.95832,inf
25.6875,88,7.505,6.95832,inf
25.6875,88,7.24,6.95378,inf
25.6875,88,6.736,6.95378,inf
25.6875,88,7.953,6.95378,inf
25.6875,88,7.977,6.95378,inf
25.75,88,5.943,6.95378,inf
25.75,87,3.099,6.9447,inf
25.6875,87,0,6.96286,inf
25.6875,87,5.326,6.95832,inf
25.75,87,7.537,6.95378,inf
25.6875,88,0,6.95378,inf
25.75,87,8.77,6.95832,inf
25.75,87,7.593,6.95832,inf
25.6875,87,5.47,6.95832,inf
25.6875,88,7.368,6.96286,inf
25.75,87,7.721,6.95832,inf
25.75,88,0,6.9447,inf
25.6875,88,0,6.95378,inf
25.6875,87,9.916,6.95378,inf
25.6875,88,7.184,6.9674,inf
25.6875,88,33.512,6.96286,inf
25.6875,88,0,6.95832,inf
